Entrega da Segunda Iteracao Deploy final release java hibernate jenkins 
Testar Caso de Uso: Remover Documento de Doutorado Run test case java hibernate jenkins 
Testar Caso de Uso: Remover Documento de Mestrado Run test case java hibernate jenkins aaaaaa
Testar Caso de Uso: Enviar Documento de Doutorado Run test case java hibernate jenkins 
Testar Caso de Uso: Enviar Documento de Mestrado Run test case java hibernate jenkins 
Testar Caso de Uso: Emitir Diploma do Aluno Run test case java hibernate jenkins 
Testar Caso de Uso: Verificar Informacoes do Aluno Run test case java hibernate jenkins aaaaaa
Testar Caso de Uso: Validar Documento Run test case java hibernate jenkins 
Testar Caso de Uso: Descadastrar Professor Run test case java hibernate jenkins 
Testar Caso de Uso: Descadastrar Aluno Run test case java hibernate jenkins 
Testar Caso de Uso: Descadastrar Professor Run test case java hibernate jenkins 
Testar Caso de Uso: Cadastrar Professor Run test case java hibernate jenkins 
Testar Caso de Uso: Cadastrar Secretario Acadêmico Run test case java hibernate jenkins 
Testar caso de Uso: Cadastrar Aluno Run test case java hibernate jenkins 
Criar video para a entrega final Deploy final release java hibernate jenkins 
Replicar #793 para todos os Casos de Uso Implement requirement java hibernate jenkins 
(Meta-issue) Criar issues para os casos de teste (uma para cada caso de uso) Run test case java hibernate jenkins 
Registro (log) quando os casos de uso forem executados Implement requirement java hibernate jenkins 
Aprender a utilizar o banco de dados do JHipster Implement requirement java hibernate jenkins 
Atualizar a Wiki Plan project java hibernate jenkins 
Atualizar Plano de Abertura de Projeto Plan project java hibernate jenkins 
Adicionar fluxos de excecao Create/Update use case model java hibernate jenkins 
Projetar Paginas do Frontend Develop technical solution java hibernate jenkins 
Implementar Caso de Uso: Remover Documento de Doutorado Develop technical solution java hibernate jenkins bbbbbb
Implementar Caso de Uso: Enviar Documentos para Doutorado Develop technical solution java hibernate jenkins 
Implementar Caso de Uso: Remover Documento de Mestrado Develop technical solution java hibernate jenkins 
Implementar Caso de Uso: Enviar Documento para Mestrado Develop technical solution java hibernate jenkins 
Implementar Caso de Uso: Atualizar Matricula do Aluno Develop technical solution java hibernate jenkins 
Implementar Caso de Uso: Validar Documento Develop technical solution java hibernate jenkins 
Implementar Caso de Uso: Descadastrar Professor Develop technical solution java hibernate jenkins 
Implementar Caso de Uso: Cadastrar Professor Develop technical solution java hibernate jenkins 
Implementar Caso de Uso: Verificar Informacoes do Aluno Develop technical solution java hibernate jenkins 
Implementar Caso de Uso: Descadastrar Aluno Develop technical solution java hibernate jenkins bbbbbb
Implementar Caso de Uso: Cadastrar Aluno Develop technical solution java hibernate jenkins 
Implementar Caso de Uso: Emitir Diploma do Aluno Develop technical solution java hibernate jenkins 
Implementar Caso de Uso: Descadastrar Secretario Acadêmico Develop technical solution java hibernate jenkins 
Implementar Caso de Uso: Cadastrar Secretario Acadêmico Develop technical solution java hibernate jenkins 
Criar entidade de logs do sistema Develop technical solution java hibernate jenkins bbbbbb
Adicionar Travis-CI ao Slack e ao Github Setup environment java hibernate jenkins 
Planejamento da implementacao dos casos de uso Plan project java hibernate jenkins 
Implementacao de logging dos casos de uso Implement requirement java hibernate jenkins 
Esclarecimentos sobre o que foi discutido na entrega da iteracao 1 Plan project java hibernate jenkins 
Preparar Entrega da Iteracao 1 Deploy increment java hibernate jenkins 
Criar CRUD das entidades Other java hibernate jenkins 
Esclarecimentos em relacao à conformidade do projeto Plan project java hibernate jenkins 
Discutir generalidade dos metodos Create/Update class diagram java hibernate jenkins 
Criacao do Diagrama de Classes Create/Update class diagram java hibernate jenkins 
Atualizar Documento de Requisitos Plan project java hibernate jenkins 
Baixar Astah com licenca de estudante para criar os diagramas  java hibernate jenkins 
Baixar Astah com licenca de estudante para criar os diagramas Create/Update use case model java hibernate jenkins 
Baixar Astah com licenca de estudante para criar os diagramas Setup environment java hibernate jenkins 
Baixar Astah com licenca de estudante para criar os diagramas Create/Update use case model java hibernate jenkins 
Entrevista com Stakeholders II Define iteration plan java hibernate jenkins 
Criacao dos casos de teste Run test case java hibernate jenkins 
Preparar documento inicial de requisitos Schedule meeting with stakeholders java hibernate jenkins 
Revisar versao inicial do documento de requisistos Plan project java hibernate jenkins 
Preparar documento inicial de requisitos Plan project java hibernate jenkins 
Configurar ambiente de desenvolvimento Setup environment java hibernate jenkins 
Configurar ambiente de desenvolvimento Setup environment java hibernate jenkins 
Criacao do diagrama de casos de uso Create/Update use case model java hibernate jenkins 
Entrevista com Stakeholders Schedule meeting with stakeholders java hibernate jenkins 
Criacao do diagrama de classes Create/Update class diagram java hibernate jenkins 
Criacao do documento de casos de uso Create/Update use case model java hibernate jenkins 
Criar e configurar Google Drive Setup environment java hibernate jenkins 
Desenvolver Termo de Abertura de Projeto Plan project java hibernate jenkins 
Configurar ambiente de desenvolvimento Setup environment java hibernate jenkins 
Desenvolver documento de visao Plan project java hibernate jenkins 
Configurar ambiente de desenvolvimento Setup environment java hibernate jenkins 
Criar e configurar canais de comunicacao entre o grupo Define team java hibernate jenkins 
Criar e configurar repositorio no Github Setup environment java hibernate jenkins 
Esboco do Projeto Plan project java hibernate jenkins 
